id,city,state_id,county_name,lat,lng,population,incorporated,timezone
1840018825,Colorado Springs,CO,El Paso,38.8674,-104.7605,638421,TRUE,America/Denver
1840020580,Mission Viejo,CA,Orange,33.6096,-117.6551,634674,TRUE,America/Los_Angeles
1840001044,Allentown,PA,Lehigh,40.5961,-75.4756,632175,TRUE,America/New_York
1840013941,Baton Rouge,LA,East Baton Rouge,30.442,-91.1311,630063,TRUE,America/Chicago
1840020135,Ogden,UT,Weber,41.2279,-111.9682,623688,TRUE,America/Denver
1840014486,Knoxville,TN,Knox,35.9692,-83.9496,618226,TRUE,America/New_York
1840002928,Grand Rapids,MI,Kent,42.9619,-85.6562,611480,TRUE,America/Detroit
1840014730,Columbia,SC,Richland,34.0378,-80.9036,605083,TRUE,America/New_York
1840000417,Albany,NY,Albany,42.6664,-73.7987,602242,TRUE,America/New_York
1840019148,Bakersfield,CA,Kern,35.3529,-119.0359,578542,TRUE,America/Los_Angeles
1840004850,New Haven,CT,South Central Connecticut,41.3113,-72.9246,565056,TRUE,America/New_York
1840007069,Des Moines,IA,Polk,41.5725,-93.6105,560170,TRUE,America/Chicago
1840015094,Palm Bay,FL,Brevard,27.9631,-80.6593,547659,TRUE,America/New_York
1840000791,Akron,OH,Summit,41.0798,-81.5219,538659,TRUE,America/New_York
1840018905,Concord,CA,Contra Costa,37.9722,-122.0016,525233,TRUE,America/Los_Angeles
1840020566,Mesa,AZ,Maricopa,33.4015,-111.7178,507478,TRUE,America/Phoenix
1840001686,Wichita,KS,Sedgwick,37.6895,-97.3443,501760,TRUE,America/Chicago
1840001288,Harrisburg,PA,Dauphin,40.2752,-76.8843,499494,TRUE,America/New_York
1840034032,Staten Island,NY,Richmond,40.5834,-74.1496,495747,TRUE,America/New_York
1840000572,Toledo,OH,Lucas,41.6638,-83.5827,492076,TRUE,America/New_York
1840000434,Worcester,MA,Worcester,42.2705,-71.8079,487014,TRUE,America/New_York
1840015119,Port St. Lucie,FL,St. Lucie,27.2796,-80.3884,473733,TRUE,America/New_York
1840015509,Little Rock,AR,Pulaski,34.7256,-92.3577,467846,TRUE,America/Chicago
1840002915,Madison,WI,Dane,43.0822,-89.393,460255,TRUE,America/Chicago
1840021093,Spokane,WA,Spokane,47.6671,-117.433,458988,TRUE,America/Los_Angeles
1840020490,Long Beach,CA,Los Angeles,33.7977,-118.167,458491,TRUE,America/Los_Angeles
1840019390,Denton,TX,Denton,33.2175,-97.1418,455152,TRUE,America/Chicago
1840020121,Reno,NV,Washoe,39.5497,-119.8483,454814,TRUE,America/Los_Angeles
1840027142,Boise,ID,Ada,43.6005,-116.2308,449428,TRUE,America/Boise
1840014227,Bonita Springs,FL,Lee,26.3558,-81.7859,445500,TRUE,America/New_York
1840015109,Kissimmee,FL,Osceola,28.3041,-81.4169,442790,TRUE,America/New_York
1840029462,Augusta,GA,Richmond,33.3645,-82.0708,439361,TRUE,America/New_York
1840000466,Springfield,MA,Hampden,42.1155,-72.5395,438889,TRUE,America/New_York
1840020296,Oakland,CA,Alameda,37.7904,-122.2166,438072,TRUE,America/Los_Angeles
1840015324,Winston-Salem,NC,Forsyth,36.1029,-80.261,434231,TRUE,America/New_York
1840021517,Stockton,CA,San Joaquin,37.9765,-121.3109,416005,TRUE,America/Los_Angeles
1840013364,Durham,NC,Durham,35.9792,-78.9022,411362,TRUE,America/New_York
1840014569,Chattanooga,TN,Hamilton,35.066,-85.2481,410795,TRUE,America/New_York
1840013501,Greenville,SC,Greenville,34.8354,-82.3646,408626,TRUE,America/New_York
1840003718,Lancaster,PA,Lancaster,40.042,-76.3012,408023,TRUE,America/New_York
1840000378,Syracuse,NY,Onondaga,43.0407,-76.1437,407625,TRUE,America/New_York
1840013368,Fayetteville,AR,Washington,36.0714,-94.1661,405556,TRUE,America/Chicago
1840015005,Pensacola,FL,Escambia,30.4413,-87.1911,401535,TRUE,America/Chicago
1840019422,Arlington,TX,Tarrant,32.6998,-97.125,394769,TRUE,America/Chicago
1840018794,Aurora,CO,Arapahoe,39.7083,-104.7237,390201,TRUE,America/Denver
1840003389,Scranton,PA,Lackawanna,41.4044,-75.6649,375462,TRUE,America/New_York
1840020474,Oxnard,CA,Ventura,34.1964,-119.1815,373423,TRUE,America/Los_Angeles
1840019304,Indio,CA,Riverside,33.7346,-116.2346,371926,TRUE,America/Los_Angeles
1840021731,Victorville,CA,San Bernardino,34.5277,-117.3536,363596,TRUE,America/Los_Angeles
1840001383,Trenton,NJ,Mercer,40.2237,-74.7641,362501,TRUE,America/New_York
1840005061,Huntsville,AL,Madison,34.6981,-86.6412,359389,TRUE,America/Chicago
1840020287,Modesto,CA,Stanislaus,37.6375,-121.0028,355686,TRUE,America/Los_Angeles
1840013305,Honolulu,HI,Honolulu,21.3294,-157.846,346323,TRUE,Pacific/Honolulu
1840013356,Greensboro,NC,Guilford,36.0956,-79.8271,345858,TRUE,America/New_York
1840008261,Fort Wayne,IN,Allen,41.0888,-85.1436,345279,TRUE,America/Indiana/Indianapolis
1840019322,Anaheim,CA,Orange,33.839,-117.8574,344553,TRUE,America/Los_Angeles
1840019718,Corpus Christi,TX,Nueces,27.7254,-97.3767,339432,TRUE,America/Chicago
1840020151,Fort Collins,CO,Larimer,40.5477,-105.0656,339256,TRUE,America/Denver
1840018903,Antioch,CA,Contra Costa,37.9787,-121.796,333347,TRUE,America/Los_Angeles
1840014895,Jackson,MS,Hinds,32.3157,-90.2125,331332,TRUE,America/Chicago
1840013490,Fayetteville,NC,Cumberland,35.085,-78.9772,326821,TRUE,America/New_York
1840014717,Myrtle Beach,SC,Horry,33.7094,-78.8844,325829,TRUE,America/New_York
1840020361,Henderson,NV,Clark,36.0133,-115.0381,324523,TRUE,America/Los_Angeles
1840006009,Mobile,AL,Mobile,30.6782,-88.1162,324067,TRUE,America/Chicago
1840015211,Lexington,KY,Fayette,38.0423,-84.4587,321122,TRUE,America/New_York
1840003102,Lansing,MI,Ingham,42.7142,-84.5601,318001,TRUE,America/Detroit
1840015830,Savannah,GA,Chatham,32.0286,-81.1821,316446,TRUE,America/New_York
1840003563,Youngstown,OH,Mahoning,41.0993,-80.6463,315751,TRUE,America/New_York
1840003172,Ann Arbor,MI,Washtenaw,42.2759,-83.731,314647,TRUE,America/Detroit
1840021964,Santa Ana,CA,Orange,33.7367,-117.8819,311639,TRUE,America/Los_Angeles
1840019325,Irvine,CA,Orange,33.6772,-117.7738,308160,TRUE,America/Los_Angeles
1840008940,St. Paul,MN,Ramsey,44.9478,-93.1039,307762,TRUE,America/Chicago
1840000500,Poughkeepsie,NY,Dutchess,41.695,-73.9211,307738,TRUE,America/New_York
1840002791,Newark,NJ,Essex,40.7245,-74.1725,307188,TRUE,America/New_York
1840021488,Santa Rosa,CA,Sonoma,38.4458,-122.7067,299986,TRUE,America/Los_Angeles
1840014559,Concord,NC,Cabarrus,35.3933,-80.6369,297379,TRUE,America/New_York
1840015970,Winter Haven,FL,Polk,28.0118,-81.7014,296830,TRUE,America/New_York
1840013411,Asheville,NC,Buncombe,35.5707,-82.5537,295040,TRUE,America/New_York
1840000963,Canton,OH,Stark,40.8078,-81.3676,293657,TRUE,America/New_York
1840009357,Lincoln,NE,Lancaster,40.8099,-96.6784,293055,TRUE,America/Chicago
1840002949,Flint,MI,Genesee,43.0236,-83.6921,291688,TRUE,America/Detroit
1840015108,Lakeland,FL,Polk,28.0557,-81.9545,290762,TRUE,America/New_York
1840003600,Jersey City,NJ,Hudson,40.7184,-74.0686,289691,TRUE,America/New_York
1840023385,Anchorage,AK,Anchorage,61.1508,-149.1091,289069,TRUE,America/Anchorage
1840009904,Springfield,MO,Greene,37.1943,-93.2916,289041,TRUE,America/Chicago
1840020662,Plano,TX,Collin,33.0502,-96.7486,287339,TRUE,America/Chicago
1840020604,Lubbock,TX,Lubbock,33.5657,-101.8879,283024,TRUE,America/Chicago
1840007081,Davenport,IA,Scott,41.5565,-90.6053,282356,TRUE,America/Chicago
1840001185,Reading,PA,Berks,40.34,-75.9267,280030,TRUE,America/New_York
1840015768,Shreveport,LA,Caddo,32.4653,-93.7955,278269,TRUE,America/Chicago
1840019309,Chandler,AZ,Maricopa,33.2825,-111.8514,278123,TRUE,America/Phoenix
1840009241,South Bend,IN,St. Joseph,41.6767,-86.2696,275725,TRUE,America/Indiana/Indianapolis
1840015576,Wilmington,NC,New Hanover,34.2099,-77.8866,275128,TRUE,America/New_York
1840019350,Chula Vista,CA,San Diego,32.6281,-117.0144,275030,TRUE,America/Los_Angeles
1840009132,Rockford,IL,Winnebago,42.2596,-89.064,274256,TRUE,America/Chicago
1840020007,Eugene,OR,Lane,44.0564,-123.1174,272737,TRUE,America/Los_Angeles
1840021224,Salem,OR,Marion,44.9233,-123.0244,272331,TRUE,America/Los_Angeles
1840021947,Gilbert,AZ,Maricopa,33.31,-111.7463,271118,TRUE,America/Phoenix
1840020363,North Las Vegas,NV,Clark,36.2883,-115.0888,270773,TRUE,America/Los_Angeles
1840021864,Santa Clarita,CA,Los Angeles,34.4175,-118.4964,265529,TRUE,America/Los_Angeles
1840009373,Peoria,IL,Peoria,40.752,-89.6154,262461,TRUE,America/Chicago
1840015913,Tallahassee,FL,Leon,30.4551,-84.2527,261271,TRUE,America/New_York
1840020854,Killeen,TX,Bell,31.0753,-97.7297,261099,TRUE,America/Chicago
1840015977,St. Petersburg,FL,Pinellas,27.7931,-82.6652,260646,TRUE,America/New_York
1840018481,Kennewick,WA,Benton,46.1978,-119.1732,260091,TRUE,America/Los_Angeles
1840014887,Columbus,GA,Muscogee,32.51,-84.8771,257578,TRUE,America/New_York
1840021002,Laredo,TX,Webb,27.5625,-99.4874,255949,TRUE,America/Chicago
1840019438,Irving,TX,Dallas,32.8583,-96.9702,255036,TRUE,America/Chicago
1840011171,Round Lake Beach,IL,Lake,42.3791,-88.0811,252224,TRUE,America/Chicago
1840008353,Montgomery,AL,Montgomery,32.3482,-86.2668,251545,TRUE,America/Chicago
1840003874,Chesapeake,VA,Chesapeake,36.6778,-76.3023,251153,TRUE,America/New_York
1840020563,Glendale,AZ,Maricopa,33.5791,-112.2311,250193,TRUE,America/Phoenix
1840002984,Nashua,NH,Hillsborough,42.7491,-71.491,247828,TRUE,America/New_York
1840001472,York,PA,York,39.9651,-76.7315,246769,TRUE,America/New_York
1840020707,Garland,TX,Dallas,32.91,-96.6304,245298,TRUE,America/Chicago
1840014618,Rock Hill,SC,York,34.9415,-81.0241,244403,TRUE,America/New_York
1840021940,Scottsdale,AZ,Maricopa,33.6872,-111.8651,242169,TRUE,America/Phoenix
1630035605,Aguadilla,PR,Aguadilla,18.4382,-67.1537,235546,FALSE,America/Puerto_Rico
1840006112,Arlington,VA,Arlington,38.8786,-77.1011,235463,FALSE,America/New_York
1840003869,Norfolk,VA,Norfolk,36.8945,-76.259,235037,TRUE,America/New_York
1840002400,Appleton,WI,Outagamie,44.278,-88.3892,234701,TRUE,America/Chicago
1840033827,Enterprise,NV,Clark,36.0091,-115.2278,232043,FALSE,America/Los_Angeles
1840013947,Gulfport,MS,Harrison,30.4274,-89.0704,231754,TRUE,America/Chicago
1840015044,Lafayette,LA,Lafayette,30.2082,-92.0325,231548,TRUE,America/Chicago
1840018410,Bremerton,WA,Kitsap,47.5436,-122.7121,228576,TRUE,America/Los_Angeles
1840020292,Fremont,CA,Alameda,37.5265,-121.9843,228518,TRUE,America/Los_Angeles
1840002344,Green Bay,WI,Brown,44.5148,-87.9895,227679,TRUE,America/Chicago
1840000177,Fargo,ND,Cass,46.8651,-96.8292,225066,TRUE,America/Chicago
1840015072,Deltona,FL,Volusia,28.905,-81.2137,224303,TRUE,America/New_York
1840019743,Brownsville,TX,Cameron,25.9975,-97.458,223416,TRUE,America/Chicago
1840015157,Hialeah,FL,Miami-Dade,25.8696,-80.3045,221901,TRUE,America/New_York
1840021728,San Bernardino,CA,San Bernardino,34.1416,-117.2943,221774,TRUE,America/Los_Angeles
1840021129,Tacoma,WA,Pierce,47.2431,-122.4531,220482,TRUE,America/Los_Angeles
1840014022,Gainesville,FL,Alachua,29.6804,-82.3459,219946,TRUE,America/New_York
1840033832,Spring Valley,NV,Clark,36.0952,-115.2636,219913,FALSE,America/Los_Angeles
1840014421,Clarksville,TN,Montgomery,36.5692,-87.3413,218159,TRUE,America/Chicago
1840019570,College Station,TX,Brazos,30.5852,-96.2959,215768,TRUE,America/Chicago
1840019865,Olympia,WA,Thurston,47.0417,-122.8959,215677,TRUE,America/Los_Angeles
1840003858,Roanoke,VA,Roanoke,37.2785,-79.9581,214019,TRUE,America/New_York
1840000327,Portland,ME,Cumberland,43.6773,-70.2715,213660,TRUE,America/New_York
1840020402,Fontana,CA,San Bernardino,34.0968,-117.4599,211921,TRUE,America/Los_Angeles
1840015482,Spartanburg,SC,Spartanburg,34.9442,-81.9251,210388,TRUE,America/New_York
1840020552,Moreno Valley,CA,Riverside,33.9244,-117.2045,210378,TRUE,America/Los_Angeles
1840020654,Frisco,TX,Collin,33.156,-96.8216,210238,TRUE,America/Chicago
1840003478,Yonkers,NY,Westchester,40.9466,-73.8673,209529,TRUE,America/New_York
1840021844,Thousand Oaks,CA,Ventura,34.1914,-118.8756,208302,TRUE,America/Los_Angeles
1840002648,Sioux Falls,SD,Minnehaha,43.5396,-96.7311,207795,TRUE,America/Chicago
1840005613,Hagerstown,MD,Washington,39.6401,-77.7217,206889,TRUE,America/New_York
1840013730,Evansville,IN,Vanderburgh,37.9881,-87.5341,206418,TRUE,America/Chicago
1840019156,Amarillo,TX,Potter,35.1984,-101.8316,205100,TRUE,America/Chicago
1840003185,Kalamazoo,MI,Kalamazoo,42.2749,-85.5882,204408,TRUE,America/Detroit
1840000644,Lorain,OH,Lorain,41.4409,-82.184,203802,TRUE,America/New_York
1840020970,Galveston,TX,Galveston,29.2484,-94.8913,202810,TRUE,America/Chicago
1840020657,McKinney,TX,Collin,33.2016,-96.667,202314,TRUE,America/Chicago
1840006211,Huntington,WV,Cabell,38.4109,-82.4345,201208,TRUE,America/New_York
1840020041,Nampa,ID,Canyon,43.5844,-116.5638,201129,TRUE,America/Boise
1840014524,Hickory,NC,Catawba,35.741,-81.3223,200500,TRUE,America/New_York
1840004851,Waterbury,CT,Naugatuck Valley,41.5582,-73.0361,199965,TRUE,America/New_York
1840033833,Sunrise Manor,NV,Clark,36.1783,-115.0487,199099,FALSE,America/Los_Angeles
1840020709,Grand Prairie,TX,Dallas,32.6871,-97.0208,198564,TRUE,America/Chicago
1840015067,Ocala,FL,Marion,29.178,-82.1511,197770,TRUE,America/New_York
1840022140,Waco,TX,McLennan,31.5599,-97.1882,197594,TRUE,America/Chicago
1840003834,Overland Park,KS,Johnson,38.887,-94.687,197199,TRUE,America/Chicago
1840005710,Frederick,MD,Frederick,39.4337,-77.4141,196743,TRUE,America/New_York
1840020578,Huntington Beach,CA,Orange,33.696,-118.0018,196010,TRUE,America/Los_Angeles
1840021829,Santa Barbara,CA,Santa Barbara,34.4285,-119.7202,194950,TRUE,America/Los_Angeles
1840020567,Peoria,AZ,Maricopa,33.7843,-112.2989,194338,TRUE,America/Phoenix
1840000471,Cedar Rapids,IA,Linn,41.9662,-91.6783,192755,TRUE,America/Chicago
1840021189,Vancouver,WA,Clark,45.6366,-122.5967,192696,TRUE,America/Los_Angeles
1840020483,Glendale,CA,Los Angeles,34.1819,-118.2468,192270,TRUE,America/Los_Angeles
1840013468,Gastonia,NC,Gaston,35.2494,-81.1854,189767,TRUE,America/New_York
1840014105,Spring Hill,FL,Hernando,28.4798,-82.53,188743,FALSE,America/New_York
1840014495,Murfreesboro,TN,Rutherford,35.849,-86.4121,187601,TRUE,America/Chicago
1840021942,Tempe,AZ,Maricopa,33.3881,-111.9319,186419,TRUE,America/Phoenix
1840033743,Paradise,NV,Clark,36.0872,-115.1355,186178,FALSE,America/Los_Angeles
1840003862,Newport News,VA,Newport News,37.1051,-76.5185,184774,TRUE,America/New_York
1840000478,Erie,PA,Erie,42.1167,-80.0733,184332,TRUE,America/New_York
1840014236,Fort Lauderdale,FL,Broward,26.1412,-80.1464,183032,TRUE,America/New_York
1840013612,Gainesville,GA,Hall,34.2902,-83.8294,182116,TRUE,America/New_York
1840007034,Aurora,IL,Kane,41.7638,-88.2902,179867,TRUE,America/Chicago
1840015476,Mauldin,SC,Greenville,34.7821,-82.3032,179196,TRUE,America/New_York
1840020410,Ontario,CA,San Bernardino,34.0393,-117.6064,178347,TRUE,America/Los_Angeles
1840020245,Elk Grove,CA,Sacramento,38.4161,-121.3842,177221,TRUE,America/Los_Angeles
1840015034,Panama City,FL,Bay,30.1995,-85.6003,177125,TRUE,America/Chicago
1840016196,Cary,NC,Wake,35.7819,-78.8195,176686,TRUE,America/New_York
1840020550,Hemet,CA,Riverside,33.7341,-116.9969,176009,TRUE,America/Los_Angeles
1840004837,Danbury,CT,Western Connecticut,41.4015,-73.4709,175074,TRUE,America/New_York
1840020411,Rancho Cucamonga,CA,San Bernardino,34.1247,-117.5667,174693,TRUE,America/Los_Angeles
1840021632,Salinas,CA,Monterey,36.6883,-121.6317,172995,TRUE,America/Los_Angeles
1840020623,Oceanside,CA,San Diego,33.2247,-117.3083,172542,TRUE,America/Los_Angeles
1840021499,Vallejo,CA,Solano,38.1125,-122.2342,171414,TRUE,America/Los_Angeles
1840014479,High Point,NC,Guilford,35.991,-79.9937,171342,TRUE,America/New_York
1840020577,Garden Grove,CA,Orange,33.7787,-117.9601,170603,TRUE,America/Los_Angeles
1840015141,Pembroke Pines,FL,Broward,26.0128,-80.3382,170557,TRUE,America/New_York
1840020516,Lancaster,CA,Los Angeles,34.6935,-118.1753,170013,TRUE,America/Los_Angeles
1840019789,Marysville,WA,Snohomish,48.0809,-122.1561,168664,TRUE,America/Los_Angeles
1630035622,Bayamón,PR,Bayamón,18.3794,-66.1635,167312,FALSE,America/Puerto_Rico
1840003845,Fredericksburg,VA,Fredericksburg,38.2992,-77.4872,166746,TRUE,America/New_York
1840021639,Visalia,CA,Tulare,36.3276,-119.3269,166273,TRUE,America/Los_Angeles
1840005563,Tuscaloosa,AL,Tuscaloosa,33.2348,-87.5268,166253,TRUE,America/Chicago
1840020502,Palmdale,CA,Los Angeles,34.5944,-118.1057,165487,TRUE,America/Los_Angeles
1840021579,Santa Cruz,CA,Santa Cruz,36.9789,-122.0346,165263,TRUE,America/Los_Angeles
1840020076,Medford,OR,Jackson,42.3372,-122.854,164628,TRUE,America/Los_Angeles
1840004828,Norwich,CT,Southeastern Connecticut,41.5495,-72.0882,163299,TRUE,America/New_York
1840020313,Merced,CA,Merced,37.3057,-120.4779,163257,TRUE,America/Los_Angeles
1840002983,Manchester,NH,Hillsborough,42.9848,-71.4447,162716,TRUE,America/New_York
1840020794,Odessa,TX,Ector,31.8801,-102.3448,162648,TRUE,America/Chicago
1840002870,Muskegon,MI,Muskegon,43.2281,-86.2562,162458,TRUE,America/Detroit
1840015083,Leesburg,FL,Lake,28.7672,-81.8962,161515,TRUE,America/New_York
1840008354,Lafayette,IN,Tippecanoe,40.3991,-86.8593,160373,TRUE,America/Indiana/Indianapolis
1840020293,Hayward,CA,Alameda,37.6328,-122.0766,159201,TRUE,America/Los_Angeles
1840019305,Corona,CA,Riverside,33.8616,-117.5649,158839,TRUE,America/Los_Angeles
1840000838,Paterson,NJ,Passaic,40.9147,-74.1624,157660,TRUE,America/New_York
1840003837,Alexandria,VA,Alexandria,38.8185,-77.0861,156788,TRUE,America/New_York
1840043455,Macon,GA,Bibb,32.8065,-83.6974,156543,TRUE,America/New_York
1840020198,Lakewood,CO,Jefferson,39.6977,-105.1172,156309,TRUE,America/Denver
1840009517,Springfield,IL,Sangamon,39.7709,-89.654,156240,TRUE,America/Chicago
1840001626,Kansas City,KS,Wyandotte,39.1235,-94.7443,154776,TRUE,America/Chicago
1840013362,Burlington,NC,Alamance,36.076,-79.4685,154504,TRUE,America/New_York
1840015800,Warner Robins,GA,Houston,32.5961,-83.6527,154327,TRUE,America/New_York
1840021573,Sunnyvale,CA,Santa Clara,37.3836,-122.0255,153455,TRUE,America/Los_Angeles
1840015144,Hollywood,FL,Broward,26.0293,-80.1679,152935,TRUE,America/New_York
1840020233,Roseville,CA,Placer,38.7703,-121.3196,152438,TRUE,America/Los_Angeles
1840003219,New Bedford,MA,Bristol,41.6697,-70.9428,152104,TRUE,America/New_York
1840002432,South Lyon,MI,Oakland,42.4614,-83.6526,151231,TRUE,America/Detroit
1840018417,Bellevue,WA,King,47.5951,-122.1535,151199,TRUE,America/Los_Angeles
1840020253,Fairfield,CA,Solano,38.2583,-122.0335,150794,TRUE,America/Los_Angeles
1840000460,Binghamton,NY,Broome,42.1014,-75.9093,150564,TRUE,America/New_York
1840001621,Topeka,KS,Shawnee,39.0346,-95.6955,150343,TRUE,America/Chicago
1840020620,Escondido,CA,San Diego,33.1348,-117.0723,149913,TRUE,America/Los_Angeles
1840008192,Joliet,IL,Will,41.5188,-88.1499,149785,TRUE,America/Chicago
1840021941,Surprise,AZ,Maricopa,33.6815,-112.4515,149519,TRUE,America/Phoenix
1840008143,Naperville,IL,DuPage,41.748,-88.1659,149424,TRUE,America/Chicago
1840020930,Pasadena,TX,Harris,29.6575,-95.1498,149345,TRUE,America/Chicago
1840020713,Mesquite,TX,Dallas,32.7602,-96.5865,148848,TRUE,America/Chicago
1840007239,Champaign,IL,Champaign,40.1142,-88.2737,148477,TRUE,America/Chicago
